"uid","year","dam_pres","valley","litter_effect","sex","disp_yn","colony","cdp","allo","ac","index"
"190_2812",2003,1,"dv","1382_1397.2002","M",1,"bench",0,0,1,1
"2607_7075",2013,1,"dv","7034_7045.2012","F",0,"avalanche",1,0,1,2
"2633_2644",2003,1,"uv","2007_2008.2002","M",0,"mm",0,0,0,0
"2640_2627",2003,1,"dv","1382_1397.2002","F",0,"bench",0,0,0,0
"2652_2663",2003,1,"uv","2007_2008.2002","M",1,"mm",0,0,0,0
"2656_2671",2003,1,"uv","2007_2008.2002","F",1,"mm",0,0,0,0
"2682_2654",2003,1,"uv","2007_2008.2002","F",1,"mm",0,0,0,0
"2686_2690",2003,1,"uv","2111_2113.2002","F",0,"picnic",0,0,0,0
"2687_2651",2003,1,"uv","2007_2008.2002","F",0,"mm",0,0,1,1
"2693_2700",2003,1,"uv","931_932.2002","F",0,"picnic",0,0,0,0
"2694_2679",2003,1,"uv","2111_2113.2002","M",0,"picnic",0,0,0,0
"2698_2653",2003,1,"uv","37_247.2002","F",0,"picnic",0,1,0,1
"2701_3112",2003,1,"dv","2603_2606.2002","M",0,"river",0,0,0,0
"2702_2757",2003,1,"dv","272_273.2002","M",1,"river",0,0,0,0
"2707_3115",2003,1,"dv","1399_1400.2002","M",1,"river",0,0,0,0
"2713_3190",2003,1,"dv","278_279b.2002","M",1,"river",0,0,0,0
"2720_2749",2002,1,"uv","2111_2113.2001","F",0,"picnic",0,0,0,0
"2743_2857",2002,1,"uv","2111_2113.2001","M",1,"picnic",0,0,0,0
"2751_3109",2003,1,"dv","1399_1400.2002","M",0,"river",0,0,1,1
"2756_2763",2003,1,"dv","2603_2606.2002","F",1,"river",0,0,1,1
"2765_2723",2003,1,"dv","1399_1400.2002","F",0,"river",0,0,0,0
"2771_2779",2003,1,"uv","2007_2008.2002","F",1,"mm",0,0,0,0
"2787_2775",2003,1,"uv","2007_2008.2002","M",0,"mm",0,0,0,0
"2793_2821",2003,1,"uv","2111_2113.2002","F",0,"picnic",0,1,0,1
"2804_2895",2003,1,"dv","278_279b.2002","F",0,"river",0,0,1,1
"2805_2809",2003,1,"uv","2111_2113.2002","F",0,"picnic",0,0,0,0
"2808_2897",2003,1,"dv","1382_1397.2002","M",1,"bench",0,0,1,1
"2810_2818",2002,1,"uv","2111_2113.2001","F",0,"picnic",0,0,0,0
"2816_2813",2002,1,"uv","2111_2113.2001","M",1,"picnic",0,0,0,0
"2822_2876",2003,1,"uv","48_47.2002","F",0,"picnic",0,0,0,0
"2827_2870",2002,1,"dv","1382_1397.2001","M",1,"bench",0,0,0,0
"2829_2866",2002,1,"dv","278_279b.2001","F",1,"river",0,0,0,0
"2832_3111",2003,1,"uv","19_46.2002","F",0,"picnic",0,0,0,0
"2837_2845",2002,1,"dv","1382_1397.2001","M",0,"bench",0,0,0,0
"2847_2844",2002,1,"uv","2111_2113.2001","M",0,"picnic",0,0,0,0
"2849_2840",2002,1,"dv","1382_1397.2001","F",0,"bench",0,0,0,0
"2850_2831",2002,1,"uv","2007_2008.2001","F",1,"mm",0,1,0,1
"2854_2855",2002,1,"dv","278_279b.2001","M",0,"river",0,0,0,0
"2856_2843",2002,1,"dv","278_279b.2001","F",0,"river",0,0,0,0
"2859_2872",2002,1,"dv","272_273.2001","F",0,"river",0,0,1,1
"2860_2874",2002,1,"dv","1399_1400.2001","M",0,"river",0,1,0,1
"2865_2864",2002,1,"dv","278_279b.2001","M",1,"river",0,1,0,1
"2881_195",2003,1,"dv","1382_1397.2002","F",0,"bench",0,0,1,1
"2883_2798",2003,1,"uv","37_247.2002","M",1,"picnic",0,0,1,1
"2885_3106",2003,1,"dv","1399_1400.2002","M",1,"river",0,0,1,1
"2890_3108",2003,1,"dv","272_273.2002","M",0,"river",0,0,0,0
"2892_2795",2003,1,"dv","1382_1397.2002","F",1,"bench",0,0,0,0
"2894_2797",2003,1,"dv","1382_1397.2002","M",0,"bench",0,0,1,1
"2896_2819",2003,1,"dv","1382_1397.2002","M",1,"bench",0,0,1,1
"2898_2799",2003,1,"uv","2111_2113.2002","F",0,"picnic",0,1,0,1
"3105_3117",2003,1,"dv","2603_2606.2002","F",0,"river",0,0,1,1
"3110_3152",2003,1,"dv","2361_2351.2002","F",0,"gothictown",0,0,0,0
"3116_3102",2003,1,"dv","2603_2606.2002","M",1,"river",0,0,0,0
"3119_3122",2003,1,"dv","1399_1400.2002","M",0,"river",0,0,1,1
"3120_2683",2003,1,"uv","19_46.2002","F",0,"picnic",0,0,1,1
"3121_3173",2003,1,"dv","2361_2351.2002","F",0,"gothictown",0,0,1,1
"3138_3143",2003,1,"dv","2361_2351.2002","F",1,"gothictown",0,0,0,0
"3146_3145",2003,1,"uv","19_46.2002","F",0,"picnic",0,0,1,1
"3156_3153",2003,1,"uv","931_932.2002","M",1,"picnic",0,0,0,0
"3166_3174",2003,1,"uv","19_46.2002","F",0,"picnic",0,0,0,0
"3168_3134",2003,1,"uv","19_46.2002","M",0,"picnic",0,0,0,0
"3170_3175",2003,1,"uv","2732_2709.2002","M",1,"picnic",0,0,0,0
"3176_3179",2003,1,"dv","1382_1397.2002","F",0,"bench",0,0,1,1
"3178_3181",2003,1,"dv","272_273.2002","F",0,"river",0,0,0,0
"3180_3128",2003,1,"dv","2361_2351.2002","M",1,"gothictown",0,0,0,0
"3186_2768",2003,1,"dv","2603_2606.2002","F",1,"river",0,0,0,0
"3188_3194",2003,1,"dv","2603_2606.2002","M",1,"river",0,0,0,0
"3193_2753",2003,1,"dv","272_273.2002","F",1,"river",0,0,0,0
"3196_3189",2003,1,"dv","272_273.2002","M",0,"river",0,0,0,0
"3199_3184",2003,1,"uv","48_47.2002","M",1,"picnic",0,0,0,0
"4003_4005",2004,1,"dv","2361_2351.2003","M",1,"gothictown",0,0,1,1
"4007_4072",2004,1,"dv","272_273.2003","F",0,"river",0,1,1,2
"4012_4060",2004,1,"dv","272_273.2003","F",0,"river",0,0,0,0
"4016_4070",2004,1,"dv","1382_1397.2003","F",0,"bench",0,0,1,1
"4019_4018",2004,1,"dv","2361_2351.2003","M",1,"gothictown",0,0,1,1
"4021_4001",2004,1,"dv","2361_2351.2003","F",0,"gothictown",0,1,1,2
"4026_4050",2004,1,"dv","1382_1397.2003","F",0,"bench",0,1,1,2
"4036_4031",2004,1,"dv","1399_1400.2003","F",1,"river",0,0,0,0
"4048_4369",2004,1,"uv","2007_2008.2003","F",0,"mm",0,0,0,0
"4052_4051",2003,1,"uv","2732_2709.2002","F",0,"picnic",0,0,1,1
"4053_4008",2004,1,"dv","2361_2351.2003","M",1,"gothictown",0,0,0,0
"4057_4024",2004,1,"dv","2361_2351.2003","M",1,"gothictown",0,0,1,1
"4058_4720",2004,0,"uv","2794_2790.2003","M",0,"mm",0,0,0,0
"4061_4068",2004,1,"dv","278_279b.2003","F",1,"river",0,0,0,0
"4063_4064",2004,1,"uv","2767_2761.2003","M",1,"picnic",0,0,0,0
"4065_4006",2004,1,"dv","2361_2351.2003","F",0,"gothictown",0,0,1,1
"4069_4030",2004,1,"uv","2007_2008.2003","M",1,"mm",0,0,1,1
"4075_4022",2004,1,"dv","278_279b.2003","M",0,"river",0,0,1,1
"4079_4033",2004,1,"dv","1382_1397.2003","M",1,"bench",0,0,1,1
"4083_4839",2005,1,"dv","2603_2606.2004","F",1,"river",0,0,0,0
"4085_4076",2004,1,"dv","1399_1400.2003","F",1,"river",0,0,0,0
"4092_4027",2004,1,"dv","278_279b.2003","M",0,"river",0,0,0,0
"4095_4040",2004,0,"uv","2794_2790.2003","M",0,"mm",0,0,0,0
"4101_4998",2005,0,"dv","3176_3179.2004","M",1,"horsemound",0,0,0,0
"4103_4589",2004,1,"uv","2007_2008.2003","M",1,"mm",0,0,1,1
"4108_4115",2004,1,"uv","2111_2113.2003","M",1,"picnic",0,0,0,0
"4110_4577",2004,1,"uv","2111_2113.2003","M",0,"picnic",0,0,0,0
"4114_4109",2004,1,"uv","2111_2113.2003","F",1,"picnic",0,0,0,0
"4117_4113",2004,1,"uv","2007_2008.2003","F",0,"mm",0,0,1,1
"4121_4597",2005,0,"dv","3176_3179.2004","F",0,"horsemound",0,0,0,0
"4123_4116",2004,1,"uv","2111_2113.2003","M",1,"picnic",0,0,1,1
"4138_4139",2005,1,"uv","2767_2761.2004","F",1,"picnic",0,0,0,0
"4148_4730",2005,1,"uv","4052_4051.2004","M",1,"picnic",0,0,0,0
"4149_4496",2005,1,"uv","48_47.2004","M",1,"picnic",0,0,0,0
"4150_4129",2005,1,"uv","2732_2709.2004","F",1,"picnic",0,0,0,0
"4158_4468",2013,0,"uv","5263_5249.2012","M",1,"mm",1,0,0,1
"4169_4798",2005,1,"uv","48_47.2004","F",1,"picnic",0,0,0,0
"4173_4397",2005,0,"dv","1399_1400.2004","F",1,"river",0,0,0,0
"4178_4574",2008,1,"dv","4715_4716.2007","M",1,"bench",0,0,0,0
"4180_4540",2007,1,"uv","3166_3174.2006","M",1,"picnic",0,1,1,2
"4187_4532",2007,1,"uv","4750_4301.2006","M",1,"mm",0,0,0,0
"4196_4199",2007,1,"uv","19_46.2006","M",1,"picnic",0,0,0,0
"4197_4198",2007,1,"uv","2686_2690.2006","F",0,"picnic",0,1,0,1
"4205_4236",2005,1,"dv","2640_2627.2004","F",1,"river",0,0,0,0
"4214_4221",2005,1,"uv","2732_2709.2004","F",1,"picnic",0,0,0,0
"4220_4211",2005,1,"dv","2361_2351.2004","M",1,"gothictown",0,0,1,1
"4222_4230",2005,1,"dv","278_279b.2004","M",1,"river",0,0,0,0
"4225_4216",2005,1,"dv","2660_2673.2004","F",0,"gothictown",0,0,1,1
"4237_4329",2005,1,"dv","2849_2840.2004","F",0,"gothictown",0,0,0,0
"4238_4247",2005,1,"dv","3178_3181.2004","M",0,"river",0,0,0,0
"4239_4245",2005,1,"dv","2361_2351.2004","M",1,"gothictown",0,0,0,0
"4240_4852",2005,1,"dv","2804_2895.2004","M",0,"river",0,0,0,0
"4242_4249",2005,1,"dv","272_273.2004","M",1,"river",0,0,0,0
"4243_4870",2005,1,"dv","272_273.2004","M",0,"river",0,0,0,0
"4251_4330",2005,1,"dv","2849_2840.2004","F",1,"gothictown",0,0,1,1
"4261_4232",2005,1,"dv","2849_2840.2004","F",0,"gothictown",0,0,0,0
"4264_4256",2005,1,"dv","2849_2840.2004","M",1,"gothictown",0,0,0,0
"4265_4339",2005,1,"dv","2849_2840.2004","M",0,"gothictown",0,0,0,0
"4275_5852",2006,0,"dv","1382_1397.2005","F",1,"bench",0,0,0,0
"4282_4623",2006,1,"dv","2849_2840.2005","M",0,"gothictown",0,0,1,1
"4284_4893",2005,1,"dv","1382_1397.2004","F",0,"bench",0,1,0,1
"4291_4922",2006,0,"dv","2881_195.2005","M",1,"river",0,0,1,1
"4292_4851",2005,1,"uv","2693_2700.2004","M",0,"picnic",0,0,0,0
"4297_4273",2005,1,"dv","2660_2673.2004","M",0,"gothictown",0,1,1,2
"4298_4283",2005,1,"dv","1382_1397.2004","M",1,"bench",0,0,0,0
"4304_4745",2005,1,"uv","2688_2691.2004","M",1,"mm",0,0,0,0
"4314_4320",2005,1,"uv","2688_2691.2004","M",1,"mm",0,0,1,1
"4316_4482",2005,1,"uv","186_189.2004","M",1,"picnic",0,0,0,0
"4323_4311",2005,1,"uv","2698_2653.2004","M",1,"picnic",0,0,0,0
"4324_4592",2005,1,"uv","2767_2761.2004","F",1,"picnic",0,0,0,0
"4328_4254",2005,1,"dv","2849_2840.2004","M",0,"gothictown",0,0,0,0
"4344_4375",2005,1,"uv","2720_2749.2004","F",1,"picnic",0,0,0,0
"4346_4392",2005,1,"uv","2693_2700.2004","F",1,"picnic",0,0,0,0
"4364_4351",2004,1,"uv","2007_2008.2003","M",0,"mm",0,0,0,0
"4367_4354",2004,1,"uv","2688_2691.2003","F",1,"mm",0,0,0,0
"4370_4362",2004,1,"uv","2688_2691.2003","M",1,"mm",0,0,0,0
"4374_4379",2005,1,"uv","2720_2749.2004","F",0,"picnic",0,0,0,0
"4376_4370",2005,1,"dv","278_279b.2004","F",1,"river",0,0,0,0
"4381_4396",2005,1,"uv","2720_2749.2004","M",0,"picnic",0,0,0,0
"4382_4374",2005,1,"uv","2693_2700.2004","M",1,"picnic",0,0,0,0
"4383_4391",2005,1,"dv","2640_2627.2004","F",1,"river",0,0,0,0
"4385_4373",2005,1,"uv","2732_2709.2004","M",1,"picnic",0,0,0,0
"4386_4342",2005,1,"uv","2767_2761.2004","F",0,"picnic",0,0,0,0
"4389_4388",2005,1,"dv","1382_1397.2004","M",1,"bench",0,0,1,1
"4395_4393",2005,1,"dv","2660_2673.2004","F",0,"gothictown",0,0,1,1
"4400_4378",2005,1,"uv","186_189.2004","F",0,"picnic",0,0,0,0
"4408_8176",2018,0,"dv","7880_7885.2017","F",0,"gothictown",1,0,0,1
"4413_8578",2019,1,"uv","6127_7339.2018","M",0,"picnic",0,1,1,2
"4431_4432",2006,1,"dv","2603_2606.2005","M",1,"river",0,0,1,1
"4447_4444",2006,1,"dv","272_273.2005","M",0,"river",0,0,1,1
"4484_4485",2005,1,"uv","2111_2113.2004","F",1,"picnic",0,0,0,0
"4489_4490",2005,1,"uv","19_46.2004","M",0,"picnic",0,0,0,0
"4491_4144",2005,1,"uv","19_46.2004","M",0,"picnic",0,0,1,1
"4492_4975",2006,0,"uv","2832_3111.2005","M",1,"picnic",0,0,0,0
"4501_4905",2006,1,"dv","4021_4001.2005","M",1,"gothictown",0,0,0,0
"4508_4512",2005,1,"uv","19_46.2004","F",0,"picnic",0,0,1,1
"4509_4521",2006,1,"dv","2849_2840.2005","F",0,"gothictown",0,0,1,1
"4517_4952",2007,1,"uv","2007_2008.2006","M",1,"mm",0,0,1,1
"4520_5119",2007,1,"uv","4750_4301.2006","M",1,"mm",0,0,0,0
"4531_5595",2007,1,"uv","19_46.2006","M",0,"picnic",0,0,0,0
"4544_5290",2007,0,"uv","2111_2113.2006","F",1,"picnic",0,0,0,0
"4551_5163",2008,1,"dv","4715_4716.2007","M",0,"bench",0,0,1,1
"4554_4566",2008,1,"dv","4711_4706.2007","F",1,"bench",0,0,0,0
"4555_4570",2008,1,"dv","4715_4716.2007","M",1,"bench",0,0,0,0
"4575_5174",2008,1,"dv","4657_4995.2007","F",0,"river",0,0,0,0
"4582_4104",2006,0,"dv","3176_3179.2004","M",0,"horsemound",0,0,0,0
"4583_4584",2004,1,"uv","2767_2761.2003","M",0,"picnic",0,0,0,0
"4600_4985",2005,1,"dv","272_273.2004","F",0,"river",0,0,0,0
"4609_4440",2006,1,"dv","278_279b.2005","F",1,"river",0,0,0,0
"4617_4906",2006,1,"dv","2640_2627.2005","M",1,"river",0,0,0,0
"4618_4246",2006,1,"dv","2640_2627.2005","M",1,"river",0,0,0,0
"4634_4629",2005,1,"dv","2361_2351.2004","M",1,"gothictown",0,0,0,0
"4636_4633",2005,0,"dv","3176_3179.2004","F",0,"horsemound",0,0,0,0
"4654_4651",2005,0,"dv","1399_1400.2004","M",1,"river",0,0,0,0
"4655_4665",2005,1,"uv","2720_2749.2004","M",0,"picnic",0,1,0,1
"4657_4995",2005,1,"dv","1382_1397.2004","F",0,"bench",0,0,1,1
"4666_4663",2005,1,"dv","1382_1397.2004","F",0,"bench",0,0,1,1
"4667_4673",2005,1,"dv","2859_2872.2004","M",1,"river",0,1,1,2
"4678_4695",2005,1,"dv","2361_2351.2004","F",0,"gothictown",0,0,0,0
"4683_4688",2005,1,"dv","2603_2606.2004","M",1,"river",0,0,0,0
"4691_4629",2005,1,"dv","2804_2895.2004","M",0,"river",0,0,1,1
"4693_4679",2005,1,"dv","2603_2606.2004","F",0,"river",0,0,0,0
"4694_4849",2005,1,"dv","2361_2351.2004","F",0,"gothictown",0,0,0,0
"4703_4002",2004,1,"dv","1382_1397.2003","M",1,"bench",0,0,1,1
"4710_4714",2004,1,"uv","2767_2761.2003","F",1,"picnic",0,1,0,1
"4711_4706",2004,1,"dv","1382_1397.2003","F",0,"bench",0,0,1,1
"4715_4716",2004,1,"dv","1382_1397.2003","F",0,"bench",0,1,1,2
"4718_4705",2004,0,"uv","2794_2790.2003","M",0,"mm",0,1,0,1
"4724_4701",2004,1,"uv","2767_2761.2003","M",1,"picnic",0,0,1,1
"4727_4734",2005,1,"uv","3166_3174.2004","M",0,"picnic",0,0,0,0
"4740_4302",2005,1,"uv","2007_2008.2004","F",0,"mm",0,1,1,2
"4747_4741",2005,1,"uv","2688_2691.2004","F",0,"mm",0,0,0,0
"4749_4742",2005,1,"uv","2688_2691.2004","M",0,"mm",0,0,1,1
"4750_4301",2005,1,"uv","2007_2008.2004","F",0,"mm",0,1,1,2
"4764_4761",2005,1,"uv","2688_2691.2004","F",0,"mm",0,1,1,2
"4765_5266",2008,0,"uv","4740_4302.2007","M",1,"mm",0,0,0,0
"4775_4760",2005,1,"uv","2698_2653.2004","F",0,"picnic",0,0,0,0
"4780_6855",2011,1,"dv","4830_4029.2010","M",1,"river",0,0,0,0
"4783_4778",2005,1,"dv","2859_2872.2004","F",0,"river",0,1,0,1
"4792_4423",2005,0,"dv","1399_1400.2004","M",1,"river",0,0,0,0
"4799_4341",2005,1,"uv","19_46.2004","M",1,"picnic",0,0,0,0
"4804_6930",2010,1,"dv","4657_4995.2009","M",0,"river",0,0,0,0
"4807_4810",2010,1,"dv","4715_4716.2009","M",0,"bench",0,0,1,1
"4816_4811",2010,1,"dv","4509_4521.2009","F",0,"gothictown",0,0,1,1
"4817_4820",2010,1,"dv","4715_4716.2009","M",0,"bench",0,0,1,1
"4818_4801",2010,1,"dv","4666_4663.2009","M",1,"river",0,0,0,0
"4821_6939",2010,1,"dv","272_273.2009","F",0,"river",0,0,0,0
"4829_4035",2004,1,"uv","2688_2691.2003","M",1,"mm",0,1,0,1
"4830_4029",2004,1,"dv","278_279b.2003","F",0,"river",0,1,1,2
"4834_4845",2004,1,"dv","272_273.2003","F",0,"river",0,0,0,0
"4837_4831",2004,1,"dv","278_279b.2003","F",0,"river",0,0,0,0
"4841_4077",2004,1,"dv","2361_2351.2003","M",0,"gothictown",0,0,0,0
"4844_4853",2004,1,"dv","1382_1397.2003","M",1,"bench",0,1,1,2
"4850_4090",2004,1,"uv","2007_2008.2003","M",1,"mm",0,0,0,0
"4863_4866",2004,0,"uv","2794_2790.2003","F",0,"mm",0,0,1,1
"4883_4885",2005,1,"dv","3178_3181.2004","M",0,"river",0,0,0,0
"4886_4872",2004,0,"uv","2794_2790.2003","M",1,"mm",0,0,0,0
"4891_4836",2004,1,"dv","278_279b.2003","F",0,"river",0,0,0,0
"4901_5896",2006,1,"uv","2822_2876.2005","F",0,"picnic",0,0,0,0
"4902_4611",2006,0,"dv","4007_4072.2005","M",1,"river",0,0,0,0
"4903_4659",2006,1,"dv","278_279b.2005","M",1,"river",0,0,0,0
"4907_4288",2006,1,"dv","278_279b.2005","F",1,"river",0,0,1,1
"4910_4449",2006,1,"uv","3120_2683.2005","F",0,"picnic",0,0,1,1
"4913_5886",2006,1,"uv","2822_2876.2005","M",1,"picnic",0,0,0,0
"4931_4941",2006,0,"uv","2832_3111.2005","F",1,"picnic",0,0,0,0
"4932_4945",2006,1,"dv","2640_2627.2005","F",0,"river",0,1,0,1
"4955_5740",2007,1,"uv","4740_4302.2006","M",1,"mm",0,0,0,0
"4960_4961",2007,1,"uv","4117_4113.2006","F",1,"mm",0,0,1,1
"4963_4728",2007,1,"uv","2007_2008.2006","F",0,"mm",0,0,0,0
"4964_4968",2006,0,"dv","1382_1397.2005","F",1,"bench",0,0,0,0
"4965_5101",2007,1,"uv","4750_4301.2006","M",0,"mm",0,1,1,2
"4969_5115",2007,1,"dv","4121_4597.2006","F",1,"horsemound",0,0,1,1
"4996_4107",2005,1,"dv","3178_3181.2004","M",0,"river",0,0,0,0
"5000_5010",2007,1,"uv","19_46.2006","M",1,"picnic",0,0,0,0
"5003_5022",2008,1,"dv","4225_4216.2007","F",0,"gothictown",0,0,0,0
"5008_5041",2007,1,"uv","3120_2683.2006","M",0,"picnic",0,0,0,0
"5011_5186",2008,1,"dv","4666_4663.2007","M",0,"river",0,0,0,0
"5013_5017",2007,0,"uv","2111_2113.2006","M",1,"picnic",0,0,0,0
"5014_5020",2007,1,"uv","19_46.2006","M",1,"picnic",0,0,0,0
"5026_5081",2007,1,"uv","4740_4302.2006","M",1,"mm",0,0,0,0
"5028_5106",2007,1,"uv","4117_4113.2006","F",1,"mm",0,0,0,0
"5032_5033",2007,1,"dv","4065_4006.2006","M",0,"gothictown",0,1,1,2
